Customer ID,Total Price,Purchase Date,Product Type
1117,1689.66,2024-03-06,Smartwatch
1119,1482.18,2024-01-12,Tablet
1120,186.75,2023-12-13,Smartphone
1123,791.19,2024-08-12,Smartphone
1124,1855.84,2024-02-12,Laptop
1124,3711.68,2024-02-26,Laptop
1124,3164.76,2024-09-05,Smartphone
1125,5913.81,2024-01-08,Smartwatch
1125,3711.68,2024-08-24,Laptop
1127,6758.64,2023-12-06,Smartwatch
1130,4747.14,2023-11-04,Smartphone
1132,124.5,2024-05-02,Smartphone
1133,1391.88,2024-03-27,Laptop
1133,6758.64,2024-07-06,Smartwatch
1134,6329.52,2023-12-01,Smartphone
1134,927.92,2023-12-22,Laptop
1134,7120.71,2024-07-22,Smartphone
1136,844.83,2023-12-14,Smartwatch
1141,20.75,2023-12-02,Smartphone
1141,1391.88,2023-12-30,Laptop
1141,3711.68,2024-04-14,Laptop
1142,4175.64,2023-10-26,Laptop
1143,3379.32,2023-12-06,Smartwatch
1144,844.83,2024-02-26,Smartwatch
1145,83.0,2024-01-19,Smartphone
1145,62.25,2024-05-23,Smartphone
1147,8448.3,2024-07-19,Smartwatch
1148,2470.3,2024-03-05,Tablet
1148,3955.95,2024-08-17,Smartphone
1149,3379.32,2023-10-30,Smartwatch
1149,83.0,2024-08-11,Smartphone
1150,5538.33,2024-03-16,Smartphone
1151,1235.15,2024-04-10,Tablet
1152,124.5,2024-02-10,Smartphone
1154,463.96,2024-09-09,Laptop
1155,5913.81,2024-03-17,Smartwatch
1155,3955.95,2024-05-22,Smartphone
1167,124.5,2023-12-05,Smartphone
1170,5538.33,2024-04-01,Smartphone
1171,3247.72,2023-10-08,Laptop
1171,4175.64,2023-12-15,Laptop
1171,988.12,2024-08-06,Tablet
1171,741.09,2024-09-07,Tablet
1175,3247.72,2024-09-17,Laptop
1177,2783.76,2024-05-30,Laptop
1180,7603.47,2024-03-15,Smartwatch
1181,3955.95,2024-08-04,Smartphone
1182,3955.95,2023-11-15,Smartphone
1182,7911.9,2023-11-17,Smartphone
1184,1391.88,2024-08-09,Laptop
1187,2534.49,2024-02-02,Smartwatch
1188,2373.57,2024-01-28,Smartphone
1189,494.06,2023-11-17,Tablet
1190,1729.21,2023-12-03,Tablet
1190,6758.64,2023-12-26,Smartwatch
1190,494.06,2024-08-10,Tablet
1192,41.5,2023-11-24,Smartphone
1193,494.06,2024-06-04,Tablet
1193,1976.24,2024-08-18,Tablet
1194,494.06,2023-11-12,Tablet
1195,3247.72,2023-10-13,Laptop
1196,791.19,2024-04-07,Smartphone
1196,463.96,2024-05-10,Laptop
1197,62.25,2024-05-10,Smartphone
1197,4224.15,2024-06-30,Smartwatch
1199,1482.18,2024-07-11,Tablet
1203,2319.8,2024-04-30,Laptop
1205,1729.21,2024-08-02,Tablet
1208,844.83,2024-07-25,Smartwatch
1210,8448.3,2024-02-26,Smartwatch
1211,62.25,2024-01-04,Smartphone
1211,2223.27,2024-01-29,Tablet
1211,844.83,2024-07-07,Smartwatch
1216,2373.57,2024-09-20,Smartphone
1217,103.75,2024-02-09,Smartphone
1217,186.75,2024-02-15,Smartphone
1217,6758.64,2024-03-22,Smartwatch
1217,207.5,2024-03-24,Smartphone
1220,186.75,2024-08-08,Smartphone
1222,8448.3,2024-08-13,Smartwatch
1223,166.0,2024-03-08,Smartphone
1224,5538.33,2024-06-28,Smartphone
1227,1582.38,2024-02-10,Smartphone
1232,4747.14,2024-02-23,Smartphone
1234,4224.15,2024-05-27,Smartwatch
1234,8448.3,2024-09-23,Smartwatch
1235,103.75,2024-08-22,Smartphone
1237,988.12,2024-03-12,Tablet
1237,988.12,2024-04-06,Tablet
1244,4747.14,2024-02-05,Smartphone
1246,494.06,2024-01-05,Tablet
1247,1729.21,2024-05-25,Tablet
1248,62.25,2024-02-15,Smartphone
1251,4175.64,2024-06-13,Laptop
1252,7911.9,2024-04-15,Smartphone
1253,5068.98,2023-12-27,Smartwatch
1253,7911.9,2024-02-15,Smartphone
1254,2223.27,2024-03-16,Tablet
1255,207.5,2024-03-12,Smartphone
1255,103.75,2024-08-10,Smartphone
1257,124.5,2024-07-17,Smartphone
1258,988.12,2024-05-10,Tablet
1261,791.19,2024-01-31,Smartphone
1262,3955.95,2023-11-24,Smartphone
1263,5068.98,2023-10-19,Smartwatch
1263,6758.64,2023-10-22,Smartwatch
1264,186.75,2024-04-17,Smartphone
1265,247.03,2023-10-12,Tablet
1265,1582.38,2024-06-26,Smartphone
1267,1729.21,2024-01-12,Tablet
1268,5068.98,2023-09-30,Smartwatch
1268,4747.14,2024-04-18,Smartphone
1268,3379.32,2024-07-22,Smartwatch
1269,186.75,2024-07-31,Smartphone
1271,247.03,2023-10-11,Tablet
1272,2470.3,2024-03-11,Tablet
1276,1729.21,2024-03-13,Tablet
1277,247.03,2024-06-13,Tablet
1278,844.83,2023-10-08,Smartwatch
1278,463.96,2023-11-24,Laptop
1278,3247.72,2024-02-05,Laptop
1278,2319.8,2024-08-05,Laptop
1280,124.5,2023-11-26,Smartphone
1280,6758.64,2024-08-21,Smartwatch
1283,186.75,2024-05-05,Smartphone
1286,988.12,2023-11-20,Tablet
1286,3247.72,2024-07-12,Laptop
1287,3379.32,2023-12-07,Smartwatch
1287,1482.18,2024-08-12,Tablet
1288,7911.9,2024-03-20,Smartphone
1292,4747.14,2023-11-18,Smartphone
1292,1976.24,2024-03-31,Tablet
1292,463.96,2024-06-29,Laptop
1293,4747.14,2023-10-30,Smartphone
1294,3711.68,2024-03-06,Laptop
1296,145.25,2023-10-18,Smartphone
1296,6758.64,2023-12-23,Smartwatch
1298,1729.21,2023-11-03,Tablet
1299,7911.9,2023-11-28,Smartphone
1300,166.0,2024-04-19,Smartphone
1301,791.19,2024-08-01,Smartphone
1302,145.25,2024-08-31,Smartphone
1303,186.75,2024-06-21,Smartphone
1303,2373.57,2024-06-24,Smartphone
1304,741.09,2023-10-24,Tablet
1305,3164.76,2023-11-08,Smartphone
1306,62.25,2024-01-28,Smartphone
1307,927.92,2024-03-18,Laptop
1308,1391.88,2024-01-07,Laptop
1309,5068.98,2024-08-24,Smartwatch
1311,2534.49,2024-08-30,Smartwatch
1312,83.0,2024-06-13,Smartphone
1313,1729.21,2024-01-07,Tablet
1313,4747.14,2024-06-20,Smartphone
1314,124.5,2023-12-09,Smartphone
1316,2534.49,2024-05-11,Smartwatch
1316,4224.15,2024-09-05,Smartwatch
1317,1689.66,2024-05-09,Smartwatch
1318,2470.3,2023-11-19,Tablet
1320,5913.81,2023-11-21,Smartwatch
1321,1976.24,2023-12-09,Tablet
1326,6758.64,2023-10-11,Smartwatch
1327,1391.88,2024-01-02,Laptop
1329,2373.57,2024-03-04,Smartphone
1331,4224.15,2024-06-21,Smartwatch
1333,2223.27,2024-04-10,Tablet
1333,5913.81,2024-06-19,Smartwatch
1333,247.03,2024-08-01,Tablet
1335,7911.9,2024-01-13,Smartphone
1335,2534.49,2024-07-04,Smartwatch
1337,1482.18,2023-12-30,Tablet
1340,2470.3,2024-07-07,Tablet
1340,3711.68,2024-08-22,Laptop
1342,3379.32,2023-10-12,Smartwatch
1347,4639.6,2024-04-16,Laptop
1348,1855.84,2023-10-13,Laptop
1348,4224.15,2023-11-28,Smartwatch
1348,1391.88,2024-01-28,Laptop
1349,5538.33,2023-10-01,Smartphone
1350,5913.81,2024-09-11,Smartwatch
1352,1582.38,2023-09-29,Smartphone
1352,791.19,2024-07-30,Smartphone
1352,1482.18,2024-09-07,Tablet
1353,5538.33,2024-04-24,Smartphone
1354,2319.8,2024-02-25,Laptop
1355,1482.18,2024-08-12,Tablet
1355,4175.64,2024-09-15,Laptop
1356,8448.3,2024-07-02,Smartwatch
1363,20.75,2024-04-12,Smartphone
1364,2534.49,2024-06-13,Smartwatch
1365,7911.9,2024-03-09,Smartphone
1368,145.25,2024-05-15,Smartphone
1369,7120.71,2023-12-18,Smartphone
1372,2373.57,2024-06-10,Smartphone
1374,6329.52,2024-03-27,Smartphone
1374,166.0,2024-05-22,Smartphone
1375,2783.76,2024-09-22,Laptop
1378,166.0,2024-05-02,Smartphone
1379,3711.68,2023-10-11,Laptop
1381,20.75,2023-12-06,Smartphone
1381,62.25,2024-01-09,Smartphone
1383,1689.66,2024-07-26,Smartwatch
1385,2373.57,2024-03-28,Smartphone
1387,741.09,2024-06-17,Tablet
1388,1235.15,2024-03-15,Tablet
1389,1482.18,2023-09-30,Tablet
1389,3164.76,2024-07-25,Smartphone
1389,8448.3,2024-09-07,Smartwatch
1390,1482.18,2023-12-30,Tablet
1395,3247.72,2024-05-09,Laptop
1396,844.83,2023-12-02,Smartwatch
1398,7911.9,2024-07-22,Smartphone
1399,5913.81,2023-12-05,Smartwatch
1399,463.96,2024-01-15,Laptop
1400,1976.24,2023-11-10,Tablet
1400,1391.88,2024-08-15,Laptop
1401,3247.72,2023-11-02,Laptop
1402,844.83,2024-04-29,Smartwatch
1403,2373.57,2024-01-23,Smartphone
1403,4224.15,2024-07-29,Smartwatch
1404,247.03,2024-02-18,Tablet
1405,1235.15,2024-07-15,Tablet
1406,1482.18,2024-07-17,Tablet
1408,103.75,2024-01-31,Smartphone
1408,124.5,2024-08-09,Smartphone
1409,103.75,2024-02-05,Smartphone
1411,145.25,2023-11-30,Smartphone
1416,4224.15,2024-04-06,Smartwatch
1416,5913.81,2024-06-16,Smartwatch
1419,124.5,2023-09-24,Smartphone
1420,6329.52,2023-12-19,Smartphone
1421,1729.21,2024-04-01,Tablet
1422,5538.33,2024-07-05,Smartphone
1422,7603.47,2024-09-20,Smartwatch
1423,2223.27,2023-10-26,Tablet
1423,3379.32,2024-03-30,Smartwatch
1424,3711.68,2023-11-13,Laptop
1425,4175.64,2024-01-24,Laptop
1425,494.06,2024-05-01,Tablet
1428,3164.76,2024-06-19,Smartphone
1429,1689.66,2023-11-14,Smartwatch
1430,1482.18,2023-11-17,Tablet
1431,145.25,2023-10-13,Smartphone
1431,3164.76,2023-12-14,Smartphone
1431,1391.88,2024-01-09,Laptop
1433,2783.76,2024-02-26,Laptop
1434,62.25,2024-03-26,Smartphone
1435,844.83,2024-05-19,Smartwatch
1436,3247.72,2024-02-19,Laptop
1436,7120.71,2024-02-21,Smartphone
1443,83.0,2024-04-30,Smartphone
1443,1976.24,2024-06-30,Tablet
1447,2223.27,2024-04-25,Tablet
1447,3164.76,2024-05-20,Smartphone
1447,3247.72,2024-06-15,Laptop
1449,1582.38,2024-03-19,Smartphone
1450,988.12,2024-04-07,Tablet
1451,927.92,2023-11-22,Laptop
1451,791.19,2023-12-19,Smartphone
1454,7603.47,2024-08-21,Smartwatch
1455,103.75,2024-03-19,Smartphone
1455,7911.9,2024-06-16,Smartphone
1457,1582.38,2023-12-14,Smartphone
1458,247.03,2023-12-20,Tablet
1460,41.5,2023-11-14,Smartphone
1460,20.75,2024-06-05,Smartphone
1460,5068.98,2024-07-02,Smartwatch
1461,6758.64,2024-09-01,Smartwatch
1461,7120.71,2024-09-08,Smartphone
1462,3955.95,2024-05-06,Smartphone
1462,186.75,2024-07-24,Smartphone
1463,741.09,2023-09-30,Tablet
1464,5538.33,2024-06-24,Smartphone
1465,7911.9,2023-10-07,Smartphone
1465,741.09,2024-03-23,Tablet
1466,844.83,2023-12-20,Smartwatch
1466,3164.76,2024-05-09,Smartphone
1466,463.96,2024-06-01,Laptop
1467,7603.47,2024-04-27,Smartwatch
1469,1855.84,2024-08-13,Laptop
1470,3379.32,2024-05-12,Smartwatch
1473,83.0,2024-01-11,Smartphone
1473,1689.66,2024-01-31,Smartwatch
1473,145.25,2024-08-05,Smartphone
1475,1391.88,2024-06-13,Laptop
1476,2319.8,2024-08-22,Laptop
1477,2470.3,2023-12-20,Tablet
1478,2470.3,2024-02-17,Tablet
1478,3955.95,2024-05-31,Smartphone
1480,7911.9,2024-02-08,Smartphone
1481,1235.15,2024-01-15,Tablet
1481,8448.3,2024-02-20,Smartwatch
1483,927.92,2023-11-03,Laptop
1483,124.5,2024-06-11,Smartphone
1484,3711.68,2024-09-20,Laptop
1486,463.96,2023-10-27,Laptop
1486,7120.71,2024-02-10,Smartphone
1486,2534.49,2024-03-11,Smartwatch
1489,741.09,2024-08-02,Tablet
1492,2223.27,2024-04-16,Tablet
1494,3164.76,2023-10-31,Smartphone
1494,62.25,2023-12-07,Smartphone
1495,3247.72,2024-02-12,Laptop
1495,124.5,2024-04-27,Smartphone
1497,1855.84,2023-11-03,Laptop
1499,2470.3,2023-11-14,Tablet
1499,7603.47,2024-05-23,Smartwatch
1499,4224.15,2024-05-24,Smartwatch
1501,247.03,2024-08-22,Tablet
1502,1976.24,2024-03-18,Tablet
1502,1391.88,2024-07-04,Laptop
1504,3247.72,2024-09-05,Laptop
1507,463.96,2024-07-20,Laptop
1509,741.09,2024-07-25,Tablet
1511,927.92,2024-01-20,Laptop
1511,3711.68,2024-08-07,Laptop
1512,2373.57,2024-02-21,Smartphone
1512,1235.15,2024-04-14,Tablet
1515,791.19,2023-10-23,Smartphone
1516,1582.38,2023-11-10,Smartphone
1516,1855.84,2024-06-03,Laptop
1518,3164.76,2024-01-27,Smartphone
1518,3955.95,2024-02-14,Smartphone
1518,791.19,2024-05-17,Smartphone
1518,1855.84,2024-05-20,Laptop
1520,1976.24,2024-06-09,Tablet
1523,3711.68,2023-12-22,Laptop
1524,2470.3,2024-03-08,Tablet
1526,2319.8,2023-12-08,Laptop
1528,7603.47,2024-06-01,Smartwatch
1535,5538.33,2024-06-18,Smartphone
1535,124.5,2024-07-09,Smartphone
1537,741.09,2024-07-02,Tablet
1538,124.5,2024-05-14,Smartphone
1538,103.75,2024-07-07,Smartphone
1539,62.25,2024-02-01,Smartphone
1541,2319.8,2023-11-08,Laptop
1543,1976.24,2024-04-05,Tablet
1546,6329.52,2023-11-03,Smartphone
1546,844.83,2024-04-26,Smartwatch
1549,41.5,2024-05-21,Smartphone
1551,41.5,2024-06-05,Smartphone
1553,20.75,2024-02-08,Smartphone
1554,7603.47,2024-05-08,Smartwatch
1556,741.09,2023-10-02,Tablet
1558,3711.68,2024-05-25,Laptop
1559,207.5,2024-05-15,Smartphone
1559,927.92,2024-09-12,Laptop
1561,463.96,2024-06-18,Laptop
1562,4224.15,2024-06-13,Smartwatch
1566,1235.15,2023-12-16,Tablet
1566,4175.64,2024-03-27,Laptop
1568,207.5,2023-10-27,Smartphone
1568,927.92,2024-01-13,Laptop
1568,5068.98,2024-06-13,Smartwatch
1570,3247.72,2023-11-19,Laptop
1571,41.5,2023-10-18,Smartphone
1571,3379.32,2024-01-06,Smartwatch
1574,3711.68,2024-04-01,Laptop
1576,1976.24,2024-02-20,Tablet
1577,2534.49,2024-07-29,Smartwatch
1578,7911.9,2024-03-29,Smartphone
1578,7911.9,2024-07-17,Smartphone
1579,988.12,2024-02-08,Tablet
1585,5068.98,2024-05-19,Smartwatch
1585,5538.33,2024-07-22,Smartphone
1586,124.5,2024-05-28,Smartphone
1587,2223.27,2023-10-27,Tablet
1587,927.92,2024-06-13,Laptop
1589,41.5,2024-06-08,Smartphone
1590,166.0,2023-11-02,Smartphone
1590,8448.3,2024-07-15,Smartwatch
1591,186.75,2023-12-05,Smartphone
1591,741.09,2024-02-13,Tablet
1592,4639.6,2023-10-01,Laptop
1593,2534.49,2023-10-22,Smartwatch
1595,2223.27,2024-08-11,Tablet
1597,1235.15,2024-04-26,Tablet
1597,5913.81,2024-05-09,Smartwatch
1601,1582.38,2024-04-04,Smartphone
1602,2223.27,2024-09-11,Tablet
1603,741.09,2024-05-24,Tablet
1605,5068.98,2024-04-22,Smartwatch
1606,4224.15,2024-08-30,Smartwatch
1611,186.75,2024-05-18,Smartphone
1611,463.96,2024-06-13,Laptop
1613,1235.15,2023-11-07,Tablet
1616,20.75,2023-10-28,Smartphone
1616,83.0,2024-03-07,Smartphone
1616,1235.15,2024-04-11,Tablet
1616,4175.64,2024-04-11,Laptop
1616,7120.71,2024-09-10,Smartphone
1617,83.0,2024-04-28,Smartphone
1618,2783.76,2023-11-21,Laptop
1618,6329.52,2024-01-29,Smartphone
1619,2373.57,2024-01-22,Smartphone
1621,103.75,2024-05-09,Smartphone
1621,62.25,2024-05-18,Smartphone
1622,8448.3,2023-11-13,Smartwatch
1624,4747.14,2023-12-08,Smartphone
1626,5068.98,2023-12-04,Smartwatch
1628,20.75,2024-08-07,Smartphone
1632,145.25,2024-03-18,Smartphone
1632,145.25,2024-08-15,Smartphone
1633,103.75,2023-12-01,Smartphone
1633,4175.64,2024-07-27,Laptop
1635,844.83,2024-02-25,Smartwatch
1635,791.19,2024-03-10,Smartphone
1636,124.5,2024-08-13,Smartphone
1636,186.75,2024-08-15,Smartphone
1637,741.09,2023-09-29,Tablet
1637,927.92,2024-05-23,Laptop
1639,166.0,2023-12-31,Smartphone
1640,8448.3,2024-08-08,Smartwatch
1641,20.75,2024-03-10,Smartphone
1642,1582.38,2024-03-11,Smartphone
1643,927.92,2024-04-06,Laptop
1644,4224.15,2023-10-11,Smartwatch
1644,247.03,2023-10-28,Tablet
1644,62.25,2024-05-27,Smartphone
1644,247.03,2024-06-11,Tablet
1645,20.75,2023-11-29,Smartphone
1647,5538.33,2023-10-20,Smartphone
1650,41.5,2024-07-16,Smartphone
1652,62.25,2024-04-12,Smartphone
1654,7603.47,2024-08-03,Smartwatch
1657,247.03,2024-01-30,Tablet
1657,8448.3,2024-04-10,Smartwatch
1657,247.03,2024-05-14,Tablet
1658,5068.98,2024-01-11,Smartwatch
1660,4747.14,2023-11-26,Smartphone
1661,494.06,2023-11-02,Tablet
1661,145.25,2024-02-19,Smartphone
1662,124.5,2023-12-27,Smartphone
1664,463.96,2023-11-15,Laptop
1664,494.06,2024-03-15,Tablet
1667,2534.49,2023-10-31,Smartwatch
1667,4224.15,2024-07-16,Smartwatch
1669,7603.47,2024-06-01,Smartwatch
1669,62.25,2024-08-02,Smartphone
1670,20.75,2024-05-08,Smartphone
1671,4747.14,2024-07-12,Smartphone
1672,5068.98,2023-10-19,Smartwatch
1672,62.25,2024-01-28,Smartphone
1672,927.92,2024-05-23,Laptop
1673,2373.57,2023-10-12,Smartphone
1673,927.92,2024-06-14,Laptop
1673,741.09,2024-08-18,Tablet
1674,3164.76,2023-11-29,Smartphone
1674,186.75,2024-05-04,Smartphone
1676,145.25,2024-02-27,Smartphone
1677,5068.98,2024-07-08,Smartwatch
1678,62.25,2024-07-12,Smartphone
1681,1582.38,2024-03-25,Smartphone
1683,41.5,2023-11-02,Smartphone
1683,463.96,2024-03-23,Laptop
1683,247.03,2024-08-13,Tablet
1684,20.75,2024-01-19,Smartphone
1684,1855.84,2024-06-03,Laptop
1686,1582.38,2024-06-29,Smartphone
1688,1689.66,2024-06-30,Smartwatch
1690,207.5,2023-11-06,Smartphone
1690,1582.38,2024-03-05,Smartphone
1691,103.75,2023-10-13,Smartphone
1691,247.03,2024-03-21,Tablet
1691,6758.64,2024-07-12,Smartwatch
1693,494.06,2024-05-06,Tablet
1693,927.92,2024-06-19,Laptop
1694,2783.76,2024-04-17,Laptop
1695,186.75,2024-07-05,Smartphone
1695,7120.71,2024-09-18,Smartphone
1696,2373.57,2024-08-03,Smartphone
1696,494.06,2024-08-19,Tablet
1698,247.03,2024-09-21,Tablet
1699,4175.64,2023-09-28,Laptop
1699,1689.66,2023-11-01,Smartwatch
1699,1855.84,2023-12-17,Laptop
1700,1689.66,2024-07-01,Smartwatch
1701,6329.52,2023-11-24,Smartphone
1702,1976.24,2023-12-17,Tablet
1702,207.5,2024-07-11,Smartphone
1703,1976.24,2023-12-27,Tablet
1704,62.25,2024-07-04,Smartphone
1705,988.12,2023-11-30,Tablet
1706,5913.81,2024-03-23,Smartwatch
1711,145.25,2024-01-17,Smartphone
1711,41.5,2024-06-28,Smartphone
1711,7120.71,2024-07-31,Smartphone
1712,1482.18,2024-04-09,Tablet
1713,8448.3,2024-03-28,Smartwatch
1713,166.0,2024-07-27,Smartphone
1714,494.06,2024-06-10,Tablet
1718,20.75,2023-10-01,Smartphone
1718,4224.15,2023-10-10,Smartwatch
1720,7120.71,2024-06-17,Smartphone
1724,1689.66,2024-07-20,Smartwatch
1726,6758.64,2023-10-04,Smartwatch
1726,2223.27,2023-10-28,Tablet
1727,5538.33,2024-09-10,Smartphone
1731,145.25,2024-01-29,Smartphone
1732,5068.98,2024-06-13,Smartwatch
1734,1976.24,2024-03-24,Tablet
1734,1855.84,2024-05-23,Laptop
1735,1729.21,2024-03-13,Tablet
1736,2783.76,2023-10-11,Laptop
1738,83.0,2023-12-13,Smartphone
1738,741.09,2024-01-16,Tablet
1739,3379.32,2023-11-02,Smartwatch
1739,7911.9,2023-11-13,Smartphone
1739,1689.66,2024-07-17,Smartwatch
1742,3379.32,2024-09-10,Smartwatch
1744,927.92,2024-02-24,Laptop
1745,4224.15,2023-10-10,Smartwatch
1746,7911.9,2024-03-26,Smartphone
1748,1689.66,2024-03-18,Smartwatch
1749,4224.15,2024-05-09,Smartwatch
1751,186.75,2024-05-14,Smartphone
1753,7120.71,2023-10-03,Smartphone
1756,20.75,2024-07-06,Smartphone
1758,3247.72,2024-02-02,Laptop
1761,2470.3,2024-04-06,Tablet
1770,791.19,2024-04-01,Smartphone
1771,62.25,2024-03-30,Smartphone
1771,1976.24,2024-07-23,Tablet
1772,4639.6,2024-05-17,Laptop
1774,5538.33,2024-06-19,Smartphone
1776,83.0,2023-09-26,Smartphone
1776,4224.15,2024-05-08,Smartwatch
1778,2534.49,2024-05-01,Smartwatch
1779,3955.95,2024-03-01,Smartphone
1779,41.5,2024-05-10,Smartphone
1781,247.03,2023-10-08,Tablet
1784,5068.98,2023-12-12,Smartwatch
1785,7603.47,2023-12-26,Smartwatch
1787,20.75,2024-07-16,Smartphone
1788,103.75,2023-12-19,Smartphone
1790,2783.76,2024-02-28,Laptop
1792,3247.72,2023-09-24,Laptop
1792,6329.52,2024-06-06,Smartphone
1794,7603.47,2024-07-23,Smartwatch
1794,5538.33,2024-09-12,Smartphone
1795,3711.68,2024-02-09,Laptop
1797,494.06,2023-10-01,Tablet
1797,927.92,2024-08-30,Laptop
1798,103.75,2024-01-09,Smartphone
1799,4224.15,2024-09-20,Smartwatch
1800,207.5,2023-11-17,Smartphone
1801,3164.76,2024-03-20,Smartphone
1803,166.0,2024-09-18,Smartphone
1806,463.96,2023-12-05,Laptop
1806,103.75,2024-04-13,Smartphone
1807,1482.18,2024-02-24,Tablet
1808,7120.71,2024-01-24,Smartphone
1809,927.92,2024-08-18,Laptop
1811,1689.66,2024-06-29,Smartwatch
1811,1976.24,2024-08-28,Tablet
1813,3247.72,2024-01-22,Laptop
1815,494.06,2024-08-06,Tablet
1817,2470.3,2023-10-12,Tablet
1817,247.03,2024-04-13,Tablet
1819,2319.8,2023-10-23,Laptop
1821,1855.84,2024-06-25,Laptop
1823,103.75,2024-03-07,Smartphone
1824,5068.98,2024-03-13,Smartwatch
1824,2534.49,2024-03-14,Smartwatch
1829,3247.72,2024-03-15,Laptop
1829,7603.47,2024-05-06,Smartwatch
1829,1855.84,2024-07-12,Laptop
1836,3247.72,2024-03-09,Laptop
1838,8448.3,2023-09-25,Smartwatch
1838,6758.64,2024-07-20,Smartwatch
1840,1689.66,2024-04-04,Smartwatch
1840,844.83,2024-08-03,Smartwatch
1844,4175.64,2023-11-10,Laptop
1844,463.96,2024-01-14,Laptop
1845,2319.8,2024-07-24,Laptop
1846,3711.68,2023-10-20,Laptop
1846,1689.66,2024-06-29,Smartwatch
1847,2223.27,2024-02-13,Tablet
1849,988.12,2023-11-14,Tablet
1849,103.75,2024-08-19,Smartphone
1853,8448.3,2024-04-06,Smartwatch
1856,1482.18,2024-07-21,Tablet
1858,844.83,2024-02-01,Smartwatch
1860,2319.8,2024-04-02,Laptop
1861,927.92,2023-11-11,Laptop
1863,103.75,2024-09-15,Smartphone
1864,1391.88,2024-06-01,Laptop
1869,166.0,2024-03-20,Smartphone
1878,494.06,2024-09-16,Tablet
1879,6758.64,2024-02-17,Smartwatch
1882,166.0,2023-10-20,Smartphone
1882,103.75,2024-08-30,Smartphone
1883,3711.68,2023-11-20,Laptop
